seasonYear,date,gridID,start_time,timeSeg,birdMamm,common_name,number,distance,HSF,remarks,scientific_name
2024 Winter,2024-Dec-16,M13,8:15,2,Bird,Bar-winged Flycatcher-shrike,1,15,H,,Hemipus picatus
2024 Winter,2024-Dec-16,M13,8:15,2,Bird,Large-billed Leaf Warbler,1,30,H,,Phylloscopus magnirostris
2024 Winter,2024-Dec-16,M13,8:16,2,Bird,Green Warbler,1,15,H,,Phylloscopus nitidus
2024 Winter,2024-Dec-16,M13,8:17,2,Bird,Nilgiri Flowerpecker,1,20,H,,Dicaeum concolor
2024 Winter,2024-Dec-16,L13,8:23,1,Bird,Black-throated Munia,1,10,H,E,Lonchura kelaarti
2024 Winter,2024-Dec-16,L13,8:23,1,Bird,Malabar Trogon,1,20,H,,Harpactes fasciatus
2024 Winter,2024-Dec-16,L13,8:23,1,Bird,Asian Brown Flycatcher,1,10,H,,Muscicapa dauurica
2024 Winter,2024-Dec-16,L13,8:23,1,Bird,Green Warbler,1,10,H,,Phylloscopus nitidus
2024 Winter,2024-Dec-16,L13,8:23,1,Bird,White-cheeked Barbet,1,30,H,,Psilopogon viridis
2024 Winter,2024-Dec-16,L13,8:23,1,Bird,Malabar Woodshrike,1,20,H,,Tephrodornis sylvicola
2024 Winter,2024-Dec-16,L13,8:23,1,Bird,Crimson-backed Sunbird,2,5,S,,Leptocoma minima
2024 Winter,2024-Dec-16,L13,8:23,1,Bird,Nilgiri Flowerpecker,1,15,H,,Dicaeum concolor
2024 Winter,2024-Dec-16,L13,8:24,1,Bird,Asian Brown Flycatcher,1,5,S,diff,Muscicapa dauurica
2024 Winter,2024-Dec-16,L13,8:24,1,Bird,Large-billed Leaf Warbler,1,20,H,Song,Phylloscopus magnirostris
2024 Winter,2024-Dec-16,L13,8:24,1,Bird,Yellow-browed Bulbul,1,30,H,,Iole indica
2024 Winter,2024-Dec-16,L13,8:24,1,Bird,Yellow-browed Bulbul,2,10,H,,Iole indica
2024 Winter,2024-Dec-16,L13,8:26,1,Bird,Square-tailed Bulbul,2,30,H,,Hypsipetes ganeesa
2024 Winter,2024-Dec-16,L13,8:26,1,Bird,Southern Hill Myna,2,5,H,,Gracula indica
2024 Winter,2024-Dec-16,L13,8:26,1,Bird,Nilgiri Flowerpecker,2,5,S,,Dicaeum concolor
2024 Winter,2024-Dec-16,L13,8:27,1,Bird,Square-tailed Bulbul,3,50,H,,Hypsipetes ganeesa
2024 Winter,2024-Dec-16,L13,8:31,2,Bird,Blue-capped Rock-Thrush,1,30,S,,Monticola cinclorhyncha
2024 Winter,2024-Dec-16,L13,8:31,2,Bird,Indian Golden Oriole,1,30,S,,Oriolus kundoo
2024 Winter,2024-Dec-16,L13,8:31,2,Bird,Square-tailed Bulbul,4,30,S,,Hypsipetes ganeesa
2024 Winter,2024-Dec-16,L13,8:31,2,Bird,Southern Hill Myna,2,30,S,,Gracula indica
2024 Winter,2024-Dec-16,L13,8:32,2,Bird,Vernal Hanging-Parrot,1,20,S,,Loriculus vernalis
2024 Winter,2024-Dec-16,L13,8:32,2,Bird,Grey-fronted Green-Pigeon,2,30,S,,Treron affinis
2024 Winter,2024-Dec-16,L13,8:32,2,Bird,Black-rumped Flameback,1,20,S,,Dinopium benghalense
2024 Winter,2024-Dec-16,L13,8:32,2,Bird,Greater Racket-tailed Drongo,2,30,H,,Dicrurus paradiseus
2024 Winter,2024-Dec-16,L12,8:38,1,Bird,Vernal Hanging-Parrot,1,0,F,OC,Loriculus vernalis
2024 Winter,2024-Dec-16,L12,8:38,1,Bird,Brown-cheeked Fulvetta,1,15,H,,Alcippe poioicephala
2024 Winter,2024-Dec-16,L12,8:38,1,Bird,Large-billed Leaf Warbler,1,20,H,,Phylloscopus magnirostris
2024 Winter,2024-Dec-16,L12,8:38,1,Bird,Orange Minivet,4,15,S,,Pericrocotus flammeus
2024 Winter,2024-Dec-16,L12,8:38,1,Bird,Greater Racket-tailed Drongo,2,30,H,,Dicrurus paradiseus
2024 Winter,2024-Dec-16,L12,8:39,1,Bird,Yellow-browed Bulbul,1,15,H,,Iole indica
2024 Winter,2024-Dec-16,L12,8:39,1,Bird,Bronzed Drongo,1,20,H,,Dicrurus aeneus
2024 Winter,2024-Dec-16,L12,8:41,1,Bird,Indian Blue Robin,1,20,H,,Larvivora brunnea
2024 Winter,2024-Dec-16,L12,8:41,1,Bird,Greenish Warbler,1,20,H,,Phylloscopus trochiloides
2024 Winter,2024-Dec-16,L12,8:42,1,Bird,Square-tailed Bulbul,1,30,H,,Hypsipetes ganeesa
2024 Winter,2024-Dec-16,L12,8:43,2,Bird,Small Minivet,2,10,H,,Pericrocotus cinnamomeus
2024 Winter,2024-Dec-16,L12,8:44,2,Bird,Malabar Woodshrike,1,20,H,,Tephrodornis sylvicola
2024 Winter,2024-Dec-16,L12,8:44,2,Bird,Crimson-backed Sunbird,2,15,H,,Leptocoma minima
2024 Winter,2024-Dec-16,L12,8:45,2,Bird,Indian Yellow Tit,1,30,H,,Machlolophus aplonotus
2024 Winter,2024-Dec-16,L12,8:46,2,Bird,Velvet-fronted Nuthatch,1,30,H,,Sitta frontalis
2024 Winter,2024-Dec-16,L12,8:46,2,Bird,Nilgiri Flowerpecker,1,20,H,,Dicaeum concolor
2024 Winter,2024-Dec-16,K12,8:53,1,Bird,Eastern Red-rumped Swallow,3,0,F,,Cecropis daurica
2024 Winter,2024-Dec-16,K12,8:53,1,Bird,Nilgiri Flowerpecker,1,10,H,,Dicaeum concolor
2024 Winter,2024-Dec-16,K12,8:53,1,Bird,Crimson-backed Sunbird,2,5,S,,Leptocoma minima
2024 Winter,2024-Dec-16,K12,8:54,1,Bird,Large-billed Leaf Warbler,1,20,H,,Phylloscopus magnirostris
2024 Winter,2024-Dec-16,K12,8:54,1,Bird,Greenish Warbler,1,15,H,,Phylloscopus trochiloides
2024 Winter,2024-Dec-16,K12,8:55,1,Bird,Grey Junglefowl,1,50,H,,Gallus sonneratii
2024 Winter,2024-Dec-16,K12,9:00,2,Bird,Greenish Warbler,1,20,H,DIFF,Phylloscopus trochiloides
2024 Winter,2024-Dec-16,K12,9:01,2,Bird,Grey-fronted Green-Pigeon,2,10,F,UC,Treron affinis
2024 Winter,2024-Dec-16,K12,9:02,2,Bird,Crimson-backed Sunbird,1,20,H,,Leptocoma minima
2024 Winter,2024-Dec-16,K13,9:09,1,Bird,Malabar Woodshrike,2,20,S,*,Tephrodornis sylvicola
2024 Winter,2024-Dec-16,K13,9:09,1,Bird,Vernal Hanging-Parrot,1,20,S,,Loriculus vernalis
2024 Winter,2024-Dec-16,K13,9:09,1,Bird,Square-tailed Bulbul,5,15,S,,Hypsipetes ganeesa
2024 Winter,2024-Dec-16,K13,9:09,1,Bird,Orange Minivet,3,30,S,* E,Pericrocotus flammeus
2024 Winter,2024-Dec-16,K13,9:09,1,Bird,Velvet-fronted Nuthatch,1,10,H,*,Sitta frontalis
2024 Winter,2024-Dec-16,K13,9:10,1,Bird,Square-tailed Bulbul,2,20,H,Diff,Hypsipetes ganeesa
2024 Winter,2024-Dec-16,K13,9:10,1,Bird,Verditer Flycatcher,1,15,S,,Eumyias thalassinus
2024 Winter,2024-Dec-16,K13,9:10,1,Bird,Bronzed Drongo,1,20,F,OC,Dicrurus aeneus
2024 Winter,2024-Dec-16,K13,9:10,1,Bird,Vernal Hanging-Parrot,1,0,F,UC,Loriculus vernalis
2024 Winter,2024-Dec-16,K13,9:11,1,Bird,Crimson-backed Sunbird,2,15,H,,Leptocoma minima
2024 Winter,2024-Dec-16,K13,9:13,1,Bird,Asian Brown Flycatcher,1,10,S,,Muscicapa dauurica
2024 Winter,2024-Dec-16,K13,9:13,1,Bird,Indian Swiftlet,1,30,F,OC,Aerodramus unicolor
2024 Winter,2024-Dec-16,K13,9:14,1,Bird,Southern Hill Myna,2,20,F,OC,Gracula indica
2024 Winter,2024-Dec-16,K13,9:15,2,Bird,Greater Racket-tailed Drongo,4,10,S,,Dicrurus paradiseus
2024 Winter,2024-Dec-16,K13,9:15,2,Bird,Black-rumped Flameback,1,10,S,,Dinopium benghalense
2024 Winter,2024-Dec-16,K13,9:15,2,Bird,Vernal Hanging-Parrot,1,20,H,,Loriculus vernalis
2024 Winter,2024-Dec-16,K13,9:15,2,Bird,Nilgiri Flowerpecker,2,20,S,,Dicaeum concolor
2024 Winter,2024-Dec-16,K14,9:27,1,Bird,Malabar Parakeet,1,15,H,E,Psittacula columboides
2024 Winter,2024-Dec-16,K14,9:27,1,Bird,Black-naped Monarch,2,20,S,,Hypothymis azurea
2024 Winter,2024-Dec-16,K14,9:27,1,Bird,Square-tailed Bulbul,2,30,H,,Hypsipetes ganeesa
2024 Winter,2024-Dec-16,K14,9:27,1,Bird,Crimson-backed Sunbird,1,20,H,,Leptocoma minima
2024 Winter,2024-Dec-16,K14,9:27,1,Bird,Nilgiri Flowerpecker,1,20,H,,Dicaeum concolor
2024 Winter,2024-Dec-16,K14,9:28,1,Bird,Vernal Hanging-Parrot,1,10,F,OC,Loriculus vernalis
2024 Winter,2024-Dec-16,K14,9:28,1,Bird,Large-billed Leaf Warbler,1,50,H,,Phylloscopus magnirostris
2024 Winter,2024-Dec-16,K14,9:28,1,Bird,Nilgiri Flowerpecker,2,30,H,diff,Dicaeum concolor
2024 Winter,2024-Dec-16,K14,9:29,1,Bird,Greenish Warbler,1,0,S,,Phylloscopus trochiloides
2024 Winter,2024-Dec-16,K14,9:29,1,Bird,Vernal Hanging-Parrot,2,20,H,,Loriculus vernalis
2024 Winter,2024-Dec-16,K14,9:35,2,Bird,Malabar Imperial-Pigeon,1,30,F,OC,Ducula cuprea
2024 Winter,2024-Dec-16,K14,9:36,2,Bird,Golden-fronted Leafbird,1,5,S,On flowering Bombax ceiba,Chloropsis aurifrons
2024 Winter,2024-Dec-16,L14,9:42,1,Bird,Crimson-backed Sunbird,2,0,H,On flowering Bombax ceiba,Leptocoma minima
2024 Winter,2024-Dec-16,L14,9:42,1,Bird,Square-tailed Bulbul,4,0,S,,Hypsipetes ganeesa
2024 Winter,2024-Dec-16,L14,9:42,1,Bird,Little Spiderhunter,2,0,S,On flowering Bombax ceiba,Arachnothera longirostra
2024 Winter,2024-Dec-16,L14,9:42,1,Bird,Crimson-backed Sunbird,1,5,S,diff,Leptocoma minima
2024 Winter,2024-Dec-16,L14,9:43,1,Bird,Indian White-eye,4,5,S,On flowering Bombax ceiba,Zosterops palpebrosus
2024 Winter,2024-Dec-16,L14,9:43,1,Bird,Golden-fronted Leafbird,2,0,S,On flowering Bombax ceiba,Chloropsis aurifrons
2024 Winter,2024-Dec-16,L14,9:43,1,Bird,Vernal Hanging-Parrot,2,0,H,On flowering Bombax ceiba,Loriculus vernalis
2024 Winter,2024-Dec-16,L14,9:43,1,Bird,Nilgiri Flowerpecker,2,20,H,,Dicaeum concolor
2024 Winter,2024-Dec-16,L14,9:48,2,Bird,Greenish Warbler,1,10,H,,Phylloscopus trochiloides
2024 Winter,2024-Dec-16,L14,9:48,2,Bird,Nilgiri Flowerpecker,1,5,S,On flowering Bombax ceiba,Dicaeum concolor
2024 Winter,2024-Dec-16,L14,9:48,2,Bird,Purple Sunbird,2,5,S,On flowering Bombax ceiba,Cinnyris asiaticus
2024 Winter,2024-Dec-16,L14,9:52,2,Bird,Southern Hill Myna,1,5,H,"X, came to Bombay",Gracula indica
2024 Winter,2024-Dec-16,J12,6:38,1,Bird,Yellow-browed Bulbul,2,5,H,,Iole indica
2024 Winter,2024-Dec-16,J12,6:38,1,Bird,Chestnut-headed Bee-eater,2,10,S,,Merops leschenaulti
2024 Winter,2024-Dec-16,J12,6:38,1,Bird,Chestnut-headed Bee-eater,5,30,H,,Merops leschenaulti
2024 Winter,2024-Dec-16,J12,6:38,1,Bird,Greater Racket-tailed Drongo,1,10,H,,Dicrurus paradiseus
2024 Winter,2024-Dec-16,J12,6:38,1,Bird,Square-tailed Bulbul,3,5,S,,Hypsipetes ganeesa
2024 Winter,2024-Dec-16,J12,6:38,1,Bird,Red-whiskered Bulbul,10,5,S,,Pycnonotus jocosus
2024 Winter,2024-Dec-16,J12,6:38,1,Bird,Grey Junglefowl,1,50,H,,Gallus sonneratii
2024 Winter,2024-Dec-16,J12,6:38,1,Bird,Black-rumped Flameback,1,10,H,,Dinopium benghalense
2024 Winter,2024-Dec-16,J12,6:38,1,Bird,Red-whiskered Bulbul,1,20,S,,Pycnonotus jocosus
2024 Winter,2024-Dec-16,J12,6:38,1,Bird,Grey Junglefowl,1,30,H,,Gallus sonneratii
2024 Winter,2024-Dec-16,J12,6:38,1,Bird,Vernal Hanging-Parrot,1,5,H,,Loriculus vernalis
2024 Winter,2024-Dec-16,J12,6:38,1,Bird,Indian Scimitar-Babbler,1,50,H,,Pomatorhinus horsfieldii
2024 Winter,2024-Dec-16,J12,6:38,1,Bird,Malabar Barbet,1,50,H,,Psilopogon malabaricus
2024 Winter,2024-Dec-16,J12,6:38,1,Bird,Malabar Whistling-Thrush,1,20,H,,Myophonus horsfieldii
2024 Winter,2024-Dec-16,J12,6:38,2,Bird,Crimson-backed Sunbird,1,20,H,,Leptocoma minima
2024 Winter,2024-Dec-16,J12,6:38,2,Bird,Malabar Parakeet,2,5,H,,Psittacula columboides
2024 Winter,2024-Dec-16,J12,6:38,2,Bird,White-cheeked Barbet,1,20,H,,Psilopogon viridis
2024 Winter,2024-Dec-16,J12,6:38,2,Bird,Greater Coucal,1,50,H,,Centropus sinensis
2024 Winter,2024-Dec-16,J12,6:38,2,Bird,Greenish Warbler,1,10,H,,Phylloscopus trochiloides
2024 Winter,2024-Dec-16,J12,6:38,2,Bird,Green Warbler,1,0,H,,Phylloscopus nitidus
2024 Winter,2024-Dec-16,J13,6:54,1,Bird,Square-tailed Bulbul,5,15,S,,Hypsipetes ganeesa
2024 Winter,2024-Dec-16,J13,6:54,1,Bird,White-cheeked Barbet,1,20,H,,Psilopogon viridis
2024 Winter,2024-Dec-16,J13,6:54,1,Bird,Red-whiskered Bulbul,8,20,S,,Pycnonotus jocosus
2024 Winter,2024-Dec-16,J13,6:54,1,Bird,Indian Yellow Tit,1,30,S,,Machlolophus aplonotus
2024 Winter,2024-Dec-16,J13,6:54,1,Bird,Southern Hill Myna,2,20,S,,Gracula indica
2024 Winter,2024-Dec-16,J13,6:54,1,Bird,Greater Racket-tailed Drongo,1,30,H,,Dicrurus paradiseus
2024 Winter,2024-Dec-16,J13,6:54,1,Bird,Green Warbler,1,10,H,,Phylloscopus nitidus
2024 Winter,2024-Dec-16,J13,6:54,1,Bird,Orange Minivet,2,30,S,Mixed flock,Pericrocotus flammeus
2024 Winter,2024-Dec-16,J13,6:54,1,Bird,Small Minivet,1,30,S,Mixed flock,Pericrocotus cinnamomeus
2024 Winter,2024-Dec-16,J13,6:54,1,Bird,Yellow-browed Bulbul,2,30,H,Mixed flock,Iole indica
2024 Winter,2024-Dec-16,J13,6:54,2,Bird,Chestnut-headed Bee-eater,1,50,H,,Merops leschenaulti
2024 Winter,2024-Dec-16,J13,6:54,2,Bird,Vernal Hanging-Parrot,1,30,H,,Loriculus vernalis
2024 Winter,2024-Dec-16,J13,6:54,2,Bird,Southern Hill Myna,2,50,H,,Gracula indica
2024 Winter,2024-Dec-16,J13,6:54,2,Bird,Nilgiri Flowerpecker,1,10,H,,Dicaeum concolor
2024 Winter,2024-Dec-16,J13,6:54,2,Bird,White-throated Kingfisher,1,50,H,,Halcyon smyrnensis
2024 Winter,2024-Dec-16,J13,6:54,2,Bird,Yellow-browed Bulbul,2,20,S,,Iole indica
2024 Winter,2024-Dec-16,J13,6:54,2,Bird,Crimson-backed Sunbird,1,10,H,,Leptocoma minima
2024 Winter,2024-Dec-16,J13,6:54,2,Bird,Greater Coucal,1,50,H,,Centropus sinensis
2024 Winter,2024-Dec-16,J13,6:54,2,Bird,Indian Scimitar-Babbler,2,50,H,,Pomatorhinus horsfieldii
2024 Winter,2024-Dec-16,I13,7:08,1,Bird,Large-billed Leaf Warbler,1,20,H,Singing,Phylloscopus magnirostris
2024 Winter,2024-Dec-16,I13,7:08,1,Bird,Indian Scimitar-Babbler,2,30,H,,Pomatorhinus horsfieldii
2024 Winter,2024-Dec-16,I13,7:08,1,Bird,Black-rumped Flameback,1,30,H,,Dinopium benghalense
2024 Winter,2024-Dec-16,I13,7:08,1,Bird,Greater Racket-tailed Drongo,1,50,H,,Dicrurus paradiseus
2024 Winter,2024-Dec-16,I13,7:08,1,Bird,Malabar Grey Hornbill,1,30,H,,Ocyceros griseus
2024 Winter,2024-Dec-16,I13,7:08,1,Bird,Southern Hill Myna,2,50,H,,Gracula indica
2024 Winter,2024-Dec-16,I13,7:08,1,Bird,Southern Hill Myna,2,30,H,,Gracula indica
2024 Winter,2024-Dec-16,I13,7:08,1,Bird,Brown-cheeked Fulvetta,1,50,H,,Alcippe poioicephala
2024 Winter,2024-Dec-16,I13,7:08,1,Bird,Grey Junglefowl,1,50,H,,Gallus sonneratii
2024 Winter,2024-Dec-16,I13,7:08,1,Bird,Yellow-browed Bulbul,2,30,S,,Iole indica
2024 Winter,2024-Dec-16,I13,7:08,1,Bird,Golden-fronted Leafbird,1,20,H,,Chloropsis aurifrons
2024 Winter,2024-Dec-16,I13,7:08,2,Bird,White-cheeked Barbet,1,30,H,,Psilopogon viridis
2024 Winter,2024-Dec-16,I13,7:08,2,Bird,Vernal Hanging-Parrot,1,30,H,,Loriculus vernalis
2024 Winter,2024-Dec-16,I13,7:08,2,Bird,Crimson-backed Sunbird,1,20,H,,Leptocoma minima
2024 Winter,2024-Dec-16,I13,7:08,2,Bird,Chestnut-headed Bee-eater,2,50,H,,Merops leschenaulti
2024 Winter,2024-Dec-16,H13,7:23,1,Bird,Blyth's Reed Warbler,1,5,H,,Acrocephalus dumetorum
2024 Winter,2024-Dec-16,H13,7:23,1,Bird,Grey Junglefowl,2,50,H,,Gallus sonneratii
2024 Winter,2024-Dec-16,H13,7:23,1,Bird,Chestnut-headed Bee-eater,2,30,H,,Merops leschenaulti
2024 Winter,2024-Dec-16,H13,7:23,1,Bird,Large-billed Leaf Warbler,1,20,H,,Phylloscopus magnirostris
2024 Winter,2024-Dec-16,H13,7:23,1,Bird,Brown-cheeked Fulvetta,2,30,S,Mixed Flock,Alcippe poioicephala
2024 Winter,2024-Dec-16,H13,7:23,1,Bird,Grey Junglefowl,1,30,H,,Gallus sonneratii
2024 Winter,2024-Dec-16,H13,7:23,1,Bird,Indian Scimitar-Babbler,2,50,H,,Pomatorhinus horsfieldii
2024 Winter,2024-Dec-16,H13,7:23,1,Bird,Southern Hill Myna,2,20,S,,Gracula indica
2024 Winter,2024-Dec-16,H13,7:23,1,Bird,Indian Yellow Tit,2,30,S,Mixed flock,Machlolophus aplonotus
2024 Winter,2024-Dec-16,H13,7:23,1,Bird,Asian Fairy-bluebird,1,30,S,Mixed flock,Irena puella
2024 Winter,2024-Dec-16,H13,7:23,1,Bird,Velvet-fronted Nuthatch,1,20,S,Mixed flock,Sitta frontalis
2024 Winter,2024-Dec-16,H13,7:23,1,Bird,White-cheeked Barbet,1,10,S,,Psilopogon viridis
2024 Winter,2024-Dec-16,H13,7:23,2,Bird,Yellow-browed Bulbul,4,5,S,,Iole indica
2024 Winter,2024-Dec-16,H13,7:23,2,Bird,Vernal Hanging-Parrot,1,20,H,,Loriculus vernalis
2024 Winter,2024-Dec-16,H13,7:23,2,Bird,Crimson-backed Sunbird,1,20,H,,Leptocoma minima
2024 Winter,2024-Dec-16,G13,7:37,1,Bird,Yellow-browed Bulbul,5,5,S,,Iole indica
2024 Winter,2024-Dec-16,G13,7:37,1,Bird,Southern Hill Myna,2,10,S,,Gracula indica
2024 Winter,2024-Dec-16,G13,7:37,1,Bird,Southern Hill Myna,2,30,H,,Gracula indica
2024 Winter,2024-Dec-16,G13,7:37,1,Bird,Grey Junglefowl,1,50,H,,Gallus sonneratii
2024 Winter,2024-Dec-16,G13,7:37,1,Bird,Greater Coucal,1,50,H,,Centropus sinensis
2024 Winter,2024-Dec-16,G13,7:37,1,Bird,Green Warbler,1,10,H,,Phylloscopus nitidus
2024 Winter,2024-Dec-16,G13,7:37,1,Bird,Indian Golden Oriole,1,30,H,,Oriolus kundoo
2024 Winter,2024-Dec-16,G13,7:37,1,Bird,Blyth's Reed Warbler,1,10,H,,Acrocephalus dumetorum
2024 Winter,2024-Dec-16,G13,7:37,2,Bird,Large-billed Leaf Warbler,1,20,H,,Phylloscopus magnirostris
2024 Winter,2024-Dec-16,G13,7:37,2,Bird,Red-whiskered Bulbul,2,30,S,,Pycnonotus jocosus
2024 Winter,2024-Dec-16,G13,7:37,2,Bird,White-cheeked Barbet,1,50,H,,Psilopogon viridis
2024 Winter,2024-Dec-16,G13,7:37,2,Bird,Chestnut-headed Bee-eater,2,10,S,,Merops leschenaulti
2024 Winter,2024-Dec-16,G13,7:37,2,Bird,White-cheeked Barbet,2,20,S,,Psilopogon viridis
2024 Winter,2024-Dec-16,F13,7:54,1,Bird,Orange Minivet,2,30,H,,Pericrocotus flammeus
2024 Winter,2024-Dec-16,F13,7:54,1,Bird,Green Warbler,1,20,H,,Phylloscopus nitidus
2024 Winter,2024-Dec-16,F13,7:54,1,Bird,Malabar Whistling-Thrush,1,10,H,,Myophonus horsfieldii
2024 Winter,2024-Dec-16,F13,7:54,1,Bird,Indian Paradise-Flycatcher,1,0,S,"Male, rufous morph, long tail",Terpsiphone paradisi
2024 Winter,2024-Dec-16,F13,7:54,2,Bird,Nilgiri Flycatcher,1,5,S,Male,Eumyias albicaudatus
2024 Winter,2024-Dec-16,F13,7:54,2,Bird,Asian Brown Flycatcher,1,5,S,,Muscicapa dauurica
2024 Winter,2024-Dec-16,F13,7:54,2,Bird,Orange Minivet,3,5,S,"2 males, 1 female",Pericrocotus flammeus
2024 Winter,2024-Dec-16,F13,7:54,2,Bird,Nilgiri Flowerpecker,1,10,S,,Dicaeum concolor
2024 Winter,2024-Dec-16,F13,7:54,2,Bird,Square-tailed Bulbul,1,50,S,Flew by,Hypsipetes ganeesa
2024 Winter,2024-Dec-16,F13,7:54,2,Bird,Chestnut-headed Bee-eater,2,20,S,,Merops leschenaulti
2024 Winter,2024-Dec-16,G12,8:17,1,Bird,Indian Scimitar-Babbler,2,30,H,,Pomatorhinus horsfieldii
2024 Winter,2024-Dec-16,G12,8:17,1,Bird,Southern Hill Myna,1,30,H,,Gracula indica
2024 Winter,2024-Dec-16,G12,8:17,1,Bird,Yellow-browed Bulbul,2,20,S,,Iole indica
2024 Winter,2024-Dec-16,G12,8:17,1,Bird,Orange Minivet,2,20,S,,Pericrocotus flammeus
2024 Winter,2024-Dec-16,G12,8:17,1,Bird,Asian Fairy-bluebird,1,30,H,,Irena puella
2024 Winter,2024-Dec-16,G12,8:17,1,Bird,Grey Junglefowl,1,30,H,,Gallus sonneratii
2024 Winter,2024-Dec-16,G12,8:17,1,Bird,Grey Junglefowl,1,50,H,,Gallus sonneratii
2024 Winter,2024-Dec-16,G12,8:17,2,Bird,Nilgiri Flowerpecker,1,10,H,,Dicaeum concolor
2024 Winter,2024-Dec-16,G12,8:17,2,Bird,Green Warbler,1,10,H,,Phylloscopus nitidus
2024 Winter,2024-Dec-16,G12,8:17,2,Bird,Large-billed Leaf Warbler,1,20,H,,Phylloscopus magnirostris
2024 Winter,2024-Dec-16,G12,8:17,2,Bird,Chestnut-headed Bee-eater,1,30,H,,Merops leschenaulti
2024 Winter,2024-Dec-16,G12,8:17,2,Bird,Yellow-browed Bulbul,3,30,H,,Iole indica
2024 Winter,2024-Dec-16,G12,8:17,2,Bird,Vernal Hanging-Parrot,1,5,S,,Loriculus vernalis
2024 Winter,2024-Dec-16,H12,8:32,1,Bird,Grey-fronted Green-Pigeon,1,30,H,,Treron affinis
2024 Winter,2024-Dec-16,H12,8:32,1,Bird,Red Spurfowl,1,30,H,,Galloperdix spadicea
2024 Winter,2024-Dec-16,H12,8:32,1,Bird,Southern Hill Myna,3,30,H,,Gracula indica
2024 Winter,2024-Dec-16,H12,8:32,1,Bird,Southern Hill Myna,3,30,S,Flying in the plot,Gracula indica
2024 Winter,2024-Dec-16,H12,8:32,1,Bird,Yellow-browed Bulbul,3,30,S,,Iole indica
2024 Winter,2024-Dec-16,H12,8:32,2,Bird,Vernal Hanging-Parrot,1,10,H,,Loriculus vernalis
2024 Winter,2024-Dec-16,H12,8:32,2,Bird,Grey Junglefowl,1,50,H,,Gallus sonneratii
2024 Winter,2024-Dec-16,H11,8:51,1,Bird,Southern Hill Myna,2,30,S,,Gracula indica
2024 Winter,2024-Dec-16,H11,8:51,1,Bird,Nilgiri Flowerpecker,1,10,H,,Dicaeum concolor
2024 Winter,2024-Dec-16,H11,8:51,2,Bird,White-cheeked Barbet,1,30,S,,Psilopogon viridis
2024 Winter,2024-Dec-16,H11,8:51,2,Bird,Square-tailed Bulbul,3,30,S,,Hypsipetes ganeesa
2024 Winter,2024-Dec-16,H11,8:51,2,Bird,Grey Junglefowl,1,50,H,,Gallus sonneratii
2024 Winter,2024-Dec-16,H11,8:51,2,Bird,Vernal Hanging-Parrot,1,20,H,,Loriculus vernalis
2024 Winter,2024-Dec-16,H10,9:07,1,Bird,Southern Hill Myna,2,30,H,,Gracula indica
2024 Winter,2024-Dec-16,H10,9:07,1,Bird,Square-tailed Bulbul,2,20,S,,Hypsipetes ganeesa
2024 Winter,2024-Dec-16,H10,9:07,1,Bird,Green Warbler,1,10,H,,Phylloscopus nitidus
2024 Winter,2024-Dec-16,H10,9:07,1,Bird,Grey Junglefowl,1,50,H,,Gallus sonneratii
2024 Winter,2024-Dec-16,H10,9:07,1,Bird,Yellow-browed Bulbul,2,10,S,,Iole indica
2024 Winter,2024-Dec-16,H10,9:07,1,Bird,Indian White-eye,3,5,S,,Zosterops palpebrosus
2024 Winter,2024-Dec-16,H10,9:07,1,Bird,Common Tailorbird,1,10,H,,Orthotomus sutorius
2024 Winter,2024-Dec-16,H10,9:07,1,Bird,Golden-fronted Leafbird,1,10,S,,Chloropsis aurifrons
2024 Winter,2024-Dec-16,H10,9:07,1,Bird,Crimson-backed Sunbird,1,5,S,Male,Leptocoma minima
2024 Winter,2024-Dec-16,H10,9:07,1,Bird,Purple Sunbird,2,5,S,"1 male (eclipse), 1 female",Cinnyris asiaticus
2024 Winter,2024-Dec-16,H10,9:07,2,Bird,Little Spiderhunter,1,10,S,,Arachnothera longirostra
2024 Winter,2024-Dec-16,H10,9:07,2,Bird,Indian Blue Robin,1,10,H,Calling from near the stream,Larvivora brunnea
2024 Winter,2024-Dec-16,H10,9:07,2,Bird,Large-billed Leaf Warbler,1,20,H,,Phylloscopus magnirostris
2024 Winter,2024-Dec-17,F16,6:39,1,Bird,Indian Peafowl,1,30,S,,Pavo cristatus
2024 Winter,2024-Dec-17,F16,6:39,1,Bird,Red Spurfowl,1,30,H,,Galloperdix spadicea
2024 Winter,2024-Dec-17,F16,6:39,1,Bird,Grey Junglefowl,1,50,H,,Gallus sonneratii
2024 Winter,2024-Dec-17,F16,6:39,1,Bird,Plum-headed Parakeet,2,50,H,,Psittacula cyanocephala
2024 Winter,2024-Dec-17,F16,6:39,1,Bird,Nilgiri Flowerpecker,1,5,S,,Dicaeum concolor
2024 Winter,2024-Dec-17,F16,6:39,1,Bird,Large-billed Crow,1,10,S,,Corvus macrorhynchos
2024 Winter,2024-Dec-17,F16,6:39,1,Bird,Chestnut-headed Bee-eater,2,30,H,,Merops leschenaulti
2024 Winter,2024-Dec-17,F16,6:39,1,Bird,Crested Goshawk,1,30,F,OC,Accipiter trivirgatus
2024 Winter,2024-Dec-17,F16,6:39,1,Bird,Vernal Hanging-Parrot,1,10,H,,Loriculus vernalis
